取得時刻,職業,定員,開始,終了,体験時間,残席
2026/07/06 09:02:19,②[引越=ひっこし]マスター,5,10:00,10:44,45,0
2026/07/06 09:02:19,②[引越=ひっこし]マスター,5,10:45,11:29,45,0
2026/07/06 09:02:19,②[引越=ひっこし]マスター,5,11:30,12:14,45,0
2026/07/06 09:02:19,②[引越=ひっこし]マスター,5,12:15,12:59,45,5
2026/07/06 09:02:19,②[引越=ひっこし]マスター,5,13:00,13:44,45,5
2026/07/06 09:02:19,②[引越=ひっこし]マスター,5,13:45,14:29,45,5
2026/07/06 09:02:19,③カードクター,4,12:30,12:59,30,4
2026/07/06 09:02:19,③カードクター,4,13:00,13:29,30,4
2026/07/06 09:02:19,③カードクター,4,13:30,13:59,30,4
2026/07/06 09:02:19,③カードクター,4,14:00,14:29,30,4
2026/07/06 09:02:19,④キャビンアテンダント,3,10:00,10:29,30,3
2026/07/06 09:02:19,④キャビンアテンダント,3,10:30,10:59,30,3
2026/07/06 09:02:19,④キャビンアテンダント,3,11:00,11:29,30,3
2026/07/06 09:02:19,④キャビンアテンダント,3,11:30,11:59,30,3
2026/07/06 09:02:19,④キャビンアテンダント,3,12:00,12:29,30,0
2026/07/06 09:02:19,④キャビンアテンダント,3,12:30,12:59,30,0
2026/07/06 09:02:19,④キャビンアテンダント,3,13:00,13:29,30,0
2026/07/06 09:02:19,④キャビンアテンダント,3,13:30,13:59,30,0
2026/07/06 09:02:19,④キャビンアテンダント,3,14:00,14:29,30,0
2026/07/06 09:02:19,④パイロット,6,10:00,10:29,30,6
2026/07/06 09:02:19,④パイロット,6,10:30,10:59,30,6
2026/07/06 09:02:19,④パイロット,6,11:00,11:29,30,6
2026/07/06 09:02:19,④パイロット,6,11:30,11:59,30,6
2026/07/06 09:02:19,④パイロット,6,12:00,12:29,30,6
2026/07/06 09:02:19,④パイロット,6,12:30,12:59,30,6
2026/07/06 09:02:19,④パイロット,6,13:00,13:29,30,6
2026/07/06 09:02:19,④パイロット,6,13:30,13:59,30,6
2026/07/06 09:02:19,④パイロット,6,14:00,14:29,30,6
2026/07/06 09:02:19,⑤スペースセンタークルー,6,11:00,11:29,30,6
2026/07/06 09:02:19,⑤スペースセンタークルー,6,11:30,11:59,30,6
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,10:00,10:29,30,4
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,10:30,10:59,30,4
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,11:00,11:29,30,4
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,11:30,11:59,30,4
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,12:00,12:29,30,4
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,12:30,12:59,30,4
2026/07/06 09:02:19,⑥ロードサービス[隊員=たいいん],4,13:00,13:29,30,4
2026/07/06 09:02:19,⑧[建設=けんせつ]エンジニア,4,10:00,10:29,30,4
2026/07/06 09:02:19,⑧[建設=けんせつ]エンジニア,4,10:30,10:59,30,4
2026/07/06 09:02:19,⑧[建設=けんせつ]エンジニア,4,11:00,11:29,30,4
2026/07/06 09:02:19,⑧[建設=けんせつ]エンジニア,4,11:30,11:59,30,4
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,10:00,10:29,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,10:30,10:59,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,11:00,11:29,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,11:30,11:59,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,12:00,12:29,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,12:30,12:59,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,13:00,13:29,30,6
2026/07/06 09:02:19,⑨[警察官=けいさつかん],6,13:30,13:59,30,6
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,10:00,10:29,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,10:30,10:59,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,11:00,11:29,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,11:30,11:59,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,12:00,12:29,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,12:30,12:59,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,13:00,13:29,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,13:30,13:59,30,5
2026/07/06 09:02:19,⑩[自衛隊員=じえいたいいん],5,14:00,14:29,30,5
2026/07/06 09:02:19,⑪ドライバー/メカニック,4,12:30,12:59,30,4
2026/07/06 09:02:19,⑪ドライバー/メカニック,4,13:00,13:29,30,4
2026/07/06 09:02:19,⑪ドライバー/メカニック,4,13:30,13:59,30,4
2026/07/06 09:02:19,⑪ドライバー/メカニック,4,14:00,14:29,30,4
2026/07/06 09:02:19,⑫ラジオパーソナリティ,6,13:30,13:59,30,6
2026/07/06 09:02:19,⑫ラジオパーソナリティ,6,14:00,14:29,30,6
2026/07/06 09:02:19,⑭ダンサー,4,10:00,10:24,25,4
2026/07/06 09:02:19,⑭ダンサー,4,10:30,10:54,25,4
2026/07/06 09:02:19,⑭ダンサー,4,11:00,11:24,25,4
2026/07/06 09:02:19,⑮[弁護士=べんごし],6,11:30,12:14,45,6
2026/07/06 09:02:19,⑯お医者さん,4,10:00,10:29,30,4
2026/07/06 09:02:19,⑯お医者さん,4,10:30,10:59,30,4
2026/07/06 09:02:19,⑯お医者さん,4,11:00,11:29,30,4
2026/07/06 09:02:19,⑯お医者さん,4,11:30,11:59,30,4
2026/07/06 09:02:19,⑯お医者さん,4,12:00,12:29,30,4
2026/07/06 09:02:19,⑯お医者さん,4,12:30,12:59,30,4
2026/07/06 09:02:19,⑯お医者さん,4,13:00,13:29,30,4
2026/07/06 09:02:19,⑯お医者さん,4,13:30,13:59,30,0
2026/07/06 09:02:19,⑯お医者さん,4,14:00,14:29,30,0
2026/07/06 09:02:19,⑰[助産師=じょさんし],4,10:05,10:29,25,4
2026/07/06 09:02:19,⑰[助産師=じょさんし],4,10:35,10:59,25,4
2026/07/06 09:02:19,⑰[助産師=じょさんし],4,11:05,11:29,25,4
2026/07/06 09:02:19,⑰[助産師=じょさんし],4,11:35,11:59,25,4
2026/07/06 09:02:19,⑰[助産師=じょさんし],4,13:35,13:59,25,4
2026/07/06 09:02:19,⑰[助産師=じょさんし],4,14:05,14:29,25,4
2026/07/06 09:02:19,⑱セキュリティスタッフ,5,10:00,10:29,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ,5,10:30,10:59,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ,5,11:30,11:59,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ,5,12:30,12:59,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ,5,13:30,13:59,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ 救命,5,11:00,11:29,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ 救命,5,12:00,12:29,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ 救命,5,13:00,13:29,30,5
2026/07/06 09:02:19,⑱セキュリティスタッフ 救命,5,14:00,14:29,30,5
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,10:00,10:19,20,0
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,10:20,10:39,20,0
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,10:40,10:59,20,0
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,11:00,11:19,20,0
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,11:20,11:39,20,0
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,11:40,11:59,20,0
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,12:00,12:19,20,2
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,12:20,12:39,20,2
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,12:40,12:59,20,2
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,13:00,13:19,20,2
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,13:20,13:39,20,2
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,13:40,13:59,20,2
2026/07/06 09:02:19,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,14:00,14:19,20,2
2026/07/06 09:02:19,⑳シニアケア[相談員=そうだんいん],4,10:00,10:29,30,4
2026/07/06 09:02:19,⑳シニアケア[相談員=そうだんいん],4,10:30,10:59,30,4
2026/07/06 09:02:19,⑳シニアケア[相談員=そうだんいん],4,11:30,11:59,30,4
2026/07/06 09:02:19,⑳シニアケア[相談員=そうだんいん],4,12:30,12:59,30,4
2026/07/06 09:02:19,⑳シニアケア[相談員=そうだんいん],4,13:30,13:59,30,4
2026/07/06 09:02:19,㉑[科学者=かがくしゃ],6,10:00,10:29,30,6
2026/07/06 09:02:19,㉑[科学者=かがくしゃ],6,10:30,10:59,30,6
2026/07/06 09:02:19,㉑[科学者=かがくしゃ],6,11:00,11:29,30,6
2026/07/06 09:02:19,㉑[科学者=かがくしゃ],6,11:30,11:59,30,6
2026/07/06 09:02:19,㉒ボートレーサー,4,10:00,10:29,30,4
2026/07/06 09:02:19,㉒ボートレーサー,4,10:30,10:59,30,4
2026/07/06 09:02:19,㉒ボートレーサー,4,11:00,11:29,30,4
2026/07/06 09:02:19,㉒ボートレーサー,4,11:30,11:59,30,2
2026/07/06 09:02:19,㉒ボートレーサー,4,12:00,12:29,30,2
2026/07/06 09:02:19,㉒ボートレーサー,4,12:30,12:59,30,2
2026/07/06 09:02:19,㉒ボートレーサー,4,13:00,13:29,30,4
2026/07/06 09:02:19,㉒ボートレーサー,4,13:30,13:59,30,4
2026/07/06 09:02:19,㉒ボートレーサー,4,14:00,14:29,30,4
2026/07/06 09:02:19,㉓eスポーツ[体験=たいけん],4,10:00,10:29,30,4
2026/07/06 09:02:19,㉓eスポーツ[体験=たいけん],4,10:30,10:59,30,4
2026/07/06 09:02:19,㉓eスポーツ[体験=たいけん],4,11:00,11:29,30,4
2026/07/06 09:02:19,㉓eスポーツ[体験=たいけん],4,11:30,11:59,30,4
2026/07/06 09:02:19,㉓eスポーツ[体験=たいけん],4,12:00,12:29,30,4
2026/07/06 09:02:19,㉔モノレール[運転士=うんてんし],5,10:05,10:29,25,5
2026/07/06 09:02:19,㉔モノレール[運転士=うんてんし],5,10:35,10:59,25,5
2026/07/06 09:02:19,㉔モノレール[運転士=うんてんし],5,11:05,11:29,25,5
2026/07/06 09:02:19,㉔モノレール[運転士=うんてんし],5,11:35,11:59,25,5
