取得時刻,職業,定員,開始,終了,体験時間,残席
2026/07/04 18:29:43,②[引越=ひっこし]マスター,5,17:45,18:29,45,2
2026/07/04 18:29:43,②[引越=ひっこし]マスター,5,18:30,19:14,45,2
2026/07/04 18:29:43,②[引越=ひっこし]マスター,5,19:15,19:59,45,1
2026/07/04 18:29:43,③カードクター,4,16:30,16:59,30,4
2026/07/04 18:29:43,③カードクター,4,17:00,17:29,30,4
2026/07/04 18:29:43,③カードクター,4,17:30,17:59,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,15:30,15:59,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,16:00,16:29,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,16:30,16:59,30,1
2026/07/04 18:29:43,④キャビンアテンダント,3,17:00,17:29,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,17:30,17:59,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,18:00,18:29,30,1
2026/07/04 18:29:43,④キャビンアテンダント,3,18:30,18:59,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,19:00,19:29,30,0
2026/07/04 18:29:43,④キャビンアテンダント,3,19:30,19:59,30,0
2026/07/04 18:29:43,④パイロット,6,15:30,15:59,30,6
2026/07/04 18:29:43,④パイロット,6,16:00,16:29,30,1
2026/07/04 18:29:43,④パイロット,6,16:30,16:59,30,0
2026/07/04 18:29:43,④パイロット,6,17:00,17:29,30,1
2026/07/04 18:29:43,④パイロット,6,17:30,17:59,30,0
2026/07/04 18:29:43,④パイロット,6,18:00,18:29,30,2
2026/07/04 18:29:43,④パイロット,6,18:30,18:59,30,0
2026/07/04 18:29:43,④パイロット,6,19:00,19:29,30,1
2026/07/04 18:29:43,④パイロット,6,19:30,19:59,30,1
2026/07/04 18:29:43,⑤スペースセンタークルー,6,15:30,15:59,30,6
2026/07/04 18:29:43,⑤スペースセンタークルー,6,16:00,16:29,30,2
2026/07/04 18:29:43,⑤スペースセンタークルー,6,16:30,16:59,30,2
