取得時刻,職業,定員,開始,終了,体験時間,残席
2026/07/10 17:01:01,㉟[銀行員=ぎんこういん] ,2,16:30,16:44,15,2
2026/07/10 17:01:01,㉟[銀行員=ぎんこういん] ,2,17:30,17:44,15,2
2026/07/10 17:01:01,㉟[銀行員=ぎんこういん] ,2,18:30,18:44,15,2
2026/07/10 17:01:01,㊲イマーシブファイアファイタ,6,15:30,15:59,30,6
2026/07/10 17:01:01,㊲イマーシブファイアファイタ,6,16:00,16:29,30,4
2026/07/10 17:01:01,㊲イマーシブファイアファイタ,6,16:30,16:59,30,3
2026/07/10 17:01:01,㊲イマーシブファイアファイタ,6,17:00,17:29,30,2
2026/07/10 17:01:01,㊳ユーチューバー,2,15:30,15:59,30,2
2026/07/10 17:01:01,㊳ユーチューバー,2,16:00,16:29,30,1
2026/07/10 17:01:01,㊴ビスコ[研究員=けんきゅういん],8,18:30,19:14,45,8
2026/07/10 17:01:01,㊴ビスコ[研究員=けんきゅういん],8,19:15,19:59,45,8
2026/07/10 17:01:01,㊵ヘアスタイリスト,6,17:30,17:59,30,0
2026/07/10 17:01:01,㊵ヘアスタイリスト,6,18:00,18:29,30,6
2026/07/10 17:01:01,㊵ヘアスタイリスト,6,18:30,18:59,30,5
2026/07/10 17:01:01,㊶モデル,6,15:30,16:24,55,1
2026/07/10 17:01:01,㊶モデル,6,16:25,17:19,55,0
2026/07/10 17:01:01,㊶モデル,6,17:20,18:14,55,3
